market_state,avg_daily_return,annualized_sharpe,annualized_volatility,days
熊市,-8.726122056929871e-05,-0.6144536711088392,0.03578760876109761,515.0
牛市,0.0001595497101566308,0.5263302647779081,0.07639030025460655,2584.0
震荡市,1.4007140088621452e-05,0.0647105992641068,0.05454746737742682,754.0
