,strategy,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_ratio,full_sortino_ratio,full_max_drawdown,full_calmar_ratio,full_win_rate,full_profit_factor,full_num_trades,train_total_return,train_annual_return,train_annual_volatility,train_sharpe_ratio,train_sortino_ratio,train_max_drawdown,train_calmar_ratio,train_win_rate,train_profit_factor,train_num_trades,test_total_return,test_annual_return,test_annual_volatility,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,test_calmar_ratio,test_win_rate,test_profit_factor,test_num_trades
0,S1_BuyHold,24.21534608100697,0.9725745562184144,4.606986846227812,0.2111086027985419,1.7214179160559642,-0.998693670886076,0.9738467205419578,0.506483999163355,1.6407312022965763,9562,-0.04334412609199445,1.2469956405880758,5.502353849935003,0.2266294888691694,1.9060365951627507,-0.998693670886076,1.2486267580745731,0.4944007263922518,1.849949582187101,6608,24.21534608100697,0.33235137120469554,0.32836588359868324,1.0121373376622866,1.4191513586442472,-0.43468721049295417,0.7645759138572186,0.5335138794854435,1.20310329115649,2954
1,S2_MACD_Only,-0.9344296627738247,0.03334015569443596,0.37713151341463896,0.08840458701678419,0.063924686981787,-0.997695828815098,0.03341715453900616,0.46983511154219204,1.0455527872342179,5155,-0.9940333651454597,-0.04897740460853446,0.4299322368372504,-0.11391889328614062,-0.0810910010741386,-0.997695828815098,-0.04909051756455864,0.44959051115504095,0.9334829876596406,3541,-0.9344296627738247,0.22538666247353745,0.206471917563266,1.0916092858220088,1.106151606634787,-0.3136482556220716,0.7185968945579458,0.5142503097893433,1.312339719602351,1614
2,S3_RSI_Only,-0.772165749614292,0.8109389954647911,4.597938694779434,0.1763701191548167,1.1727109993815534,-0.9989439331049601,0.8117963066697808,0.48828125,1.9368204638459836,5120,-0.9313491130777389,1.1034748797739538,5.4936621753954835,0.20086325743073483,1.4544093682869008,-0.9989439331049601,1.104641455045516,0.4779593858345716,2.1681495832076556,4038,-0.772165749614292,0.12845406172359017,0.22991454949393492,0.558703492259757,0.4690734095090646,-0.3866557006271206,0.3322182021763788,0.5268022181146026,1.1885401825788948,1082
3,S4_Trend_Only,4.824910731962165,0.09015403395530042,0.2972803882063495,0.3032626353162669,0.25101226463162685,-0.8528171197997519,0.10571320845021179,0.4807728032695523,1.1297246521196822,5383,-0.4169442814979555,0.03424985257718847,0.3242030846030828,0.10564320391682912,0.07990368037173778,-0.8528171197997519,0.04016084079694671,0.46116207951070337,1.0581589221314407,3270,4.824910731962165,0.22057824366823425,0.22195894872733524,0.9937794575662859,1.173388044599689,-0.3025368629316509,0.7290954283414622,0.5111216280170374,1.2340575910059133,2113
4,S5_Original,0.12436122152873552,0.0042751315292456895,0.05104968931466556,0.08374451611045416,0.03119694413319488,-0.15588158331030316,0.027425507481120895,0.3328125,1.0971558945521505,640,0.14906199053302083,0.006202292767913018,0.04829505583234681,0.12842500461007603,0.050738241140703924,-0.13250109344331107,0.046809370449207584,0.29133858267716534,1.2265653061127617,381,0.12436122152873552,-0.00022092717953982587,0.056968443576408644,-0.0038780624091214358,-0.0014368329637003486,-0.15588158331030316,-0.001417275696385767,0.3938223938223938,0.9973316263452144,259
