date,open,high,low,close,volume,daily_return,log_return,rsi,rsi_21,rsi_28,macd,signal,histogram,atr,adx,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_60,ema_60,sma_200,ema_200,momentum_5,momentum_10,momentum_20,volatility_20
2019-05-22,39.9775,40.24,39.45,39.5075,29748556.0,-0.02360210071053437,-0.023885091951240892,35.34095942715436,40.35978427273087,43.71189604018413,-0.8565792840937263,-0.27846262928305326,-0.5781166548106731,1.3254330966347674,32.192448264922206,41.162,41.209535119555774,43.1475,42.18620776931487,42.6263,41.87290002100364,41.767375,41.57081738841127,41.480425000000004,40.15244628777398,-0.04898597821508088,-0.10908783402863909,-0.12998238273508034,0.025305809367202493
2019-05-23,38.7625,38.9475,38.265,38.7275,36529736.0,-0.019743086755679373,-0.019940585302740864,32.71805582587069,38.18317168738147,41.854752182605246,-1.013945711106956,-0.4255592456478338,-0.5883864654591222,1.3195093040179984,32.866946295468175,40.65475,40.758256006909264,42.836875,41.85680702938012,42.6199,41.749551000572126,41.79054166666666,41.477593867479754,41.4473625,40.13826771774637,-0.0630254642230691,-0.11581050228310497,-0.13823987538940807,0.025465104392616716
2019-05-24,38.8625,39.345,38.4675,38.555,23714686.0,-0.004454199212445942,-0.004464148713457025,32.14977743145738,37.71090957739383,41.45085745481046,-1.1394442426858973,-0.5683362450554466,-0.5711079976304507,1.2879372108738556,33.10552976645704,40.1995,40.35766400565303,42.529875000000004,41.5423492170582,42.59995,41.62427449074577,41.818,41.381771117726316,41.4158875,40.12251381010711,-0.06106544901065447,-0.10560807284115292,-0.137375545363016,0.025469482624910382
2019-05-28,38.5425,38.96,38.29,38.37,27948160.0,-0.004798340033718151,-0.0048098890260630306,31.51752133807578,37.192893784029735,41.01071060289399,-1.239542018222835,-0.7025773996889243,-0.5369646185339106,1.2437988386685803,33.40953304106579,40.01225,39.99627055007975,42.20975,41.240220720195516,42.564350000000005,41.49665588326555,41.83479166666667,41.2830245237025,41.3833125,40.105075861747835,-0.030693444486547983,-0.04653040939305464,-0.14300072589200963,0.02539265397853194
2019-05-29,37.9175,38.65,37.8125,38.1575,28481165.0,-0.005538180870471643,-0.005553573451720922,30.769006496951008,36.586749072944315,40.49845815372904,-1.3207919333218854,-0.8262203064155166,-0.4945716269063688,1.214777493049396,33.91470987889219,39.73025,39.661948631883426,41.92825,40.946628270653086,42.515,41.36570859372572,41.844375,41.18054830981061,41.3476375,40.08569699745184,-0.056966326845844906,-0.0688182539198341,-0.12857550670853557,0.025159485361104014
2019-05-30,38.3,38.62,37.98,38.3875,21218412.0,0.00602764856188176,0.0060095549598008285,32.63385535367287,37.73989533969865,41.32113938666141,-1.351049935939983,-0.9311862323204099,-0.41986370361957315,1.173721957831582,34.38380265687385,39.414750000000005,39.43023069881371,41.535125,40.702901768686125,42.477700000000006,41.24891609985413,41.859125,41.08897295539059,41.3138875,40.06879951489013,-0.028349047649180448,-0.07594632003370028,-0.16999999999999993,0.020668220414625245
2019-05-31,37.87,38.31,37.56,37.58,27043584.0,-0.021035493324650045,-0.021259891781621597,29.617447390318844,35.36890396019564,39.34073099400739,-1.4237757221970142,-1.0297041302957308,-0.3940715919012834,1.148991817986469,35.02498353913504,39.0395,39.09382511721122,41.11875,40.40548255262078,42.4161,41.10503703711475,41.864625000000004,40.97392466177122,41.274425,40.044035340612616,-0.02963010780453168,-0.0907881207282406,-0.18139737515656484,0.020834634472996754
2019-06-03,37.7125,38.2925,36.38,37.1375,40396069.0,-0.011774880255454923,-0.01184475319659312,28.085448384009936,34.13497840421263,38.29764631801003,-1.4998283955072509,-1.1237289833380348,-0.37609941216921605,1.2035281167017209,36.13677647900389,38.647,38.73812964135463,40.64775,40.09424611903785,42.31099999999999,40.94944734938476,41.87116666666667,40.84814024663118,41.23165,40.01511459095478,-0.0367656594475424,-0.0955859969558599,-0.20233045159211716,0.020061132530622184
2019-06-04,37.6725,38.77,37.4425,38.7225,30967961.0,0.042679232581622095,0.04179358565105054,40.047802150208305,41.77480652767403,43.829789941607714,-1.4158830153884097,-1.1821597897481098,-0.2337232256402999,1.234168965508741,36.6023464797337,38.56075,38.73528788838106,40.296875,39.96360363151043,42.2578,40.86211608078144,41.90241666666667,40.77844712379081,41.19618749999999,40.00225275422886,0.009186864738076617,-0.02178855627131504,-0.15342151289899442,0.02329314977108355
2019-06-05,39.8825,40.06,39.0975,39.4475,29773427.0,0.018722964684614984,0.018549847487910283,44.588215817051164,44.84731741020234,46.121249710340386,-1.276143666117079,-1.2009565650219036,-0.07518710109517546,1.2415497536866884,35.68015270242942,38.45925,38.8647809995845,40.052499999999995,39.91445090469991,42.23065,40.80664094035864,41.920791666666666,40.73480951317472,41.1605,39.99673282632609,0.03380724628185816,-0.025084955205437187,-0.11024021653321314,0.023382243536399897
2019-06-06,39.5825,40.18,39.35,40.1175,22526311.0,0.016984599784523713,0.016841974163690782,48.47199991864985,47.53382450767453,48.148460492557,-1.098671028755021,-1.1804994577685273,0.08182842901350629,1.2121533427090678,34.70772064599017,38.52025,39.09254809056913,39.841125,39.93378891377611,42.22665,40.77961580544262,41.94195833333333,40.71456985700505,41.1228375,39.99793448974573,0.04506675350048828,0.01544010630892867,-0.09533205547412338,0.023895170394256763
2019-06-07,40.44,41.7925,40.255,41.35,30684393.0,0.030722253380694342,0.030259773378322644,54.754406552217574,52.045635666336615,51.620981184037895,-0.8487859592690228,-1.1141567580686265,0.2653707987996037,1.2452138182298484,32.41154863558767,38.7825,39.50299389228383,39.718625,40.06866616008315,42.2389,40.80198381307232,41.980333333333334,40.73540363218521,41.093987500000004,40.01138787790747,0.10031931878658873,0.06771673875153317,-0.05593607305936066,0.02508421278576532
2019-06-10,41.765,42.655,41.7175,41.9575,26220851.0,0.014691656590084756,0.014584779730497039,57.50463254768175,54.08895992602454,53.22229239144048,-0.5948727457484324,-1.0102999556045877,0.41542720985615533,1.2494842597848592,30.53094328335475,39.12275,39.94926773005041,39.661125,40.24855509721809,42.26205,40.847298173343994,42.02041666666666,40.77547236555618,41.0687,40.03075217762978,0.1297879501851229,0.0882505511606797,-0.02667749231572225,0.02516405842708596
2019-06-11,42.5275,42.8125,42.2125,42.515,26932882.0,0.013287254960376416,0.013199753637558426,59.9127707453232,55.899629802401165,54.65079558673413,-0.34468578078787715,-0.8771771206412456,0.5324913398533685,1.2213068126573692,28.894045667894133,39.53725,40.41576450640488,39.77475,40.46440699272113,42.2902,40.91269824497756,42.05983333333334,40.83250605848877,41.046187499999995,40.05547106143446,0.09794047388469251,0.10802710450873088,0.05647014971733855,0.020052123374223036
2019-06-12,42.3,42.805,42.16,42.36,18253189.0,-0.0036457720804422555,-0.0036524341045501775,58.91317645473532,55.26336833551573,54.17380183554396,-0.15710698167874426,-0.7331630928487454,0.5760561111700011,1.1801420403247003,27.32934039073929,39.9575,40.76926186887672,39.843875000000004,40.64493966008102,42.3088,40.96945517654707,42.088750000000005,40.882587827062906,41.022349999999996,40.078401697639094,0.07383230876481406,0.11013562209264238,0.03373802696601791,0.01976739162155396
2019-06-13,42.4875,43.01,42.2125,42.35,21674625.0,-0.00023607176581674771,-0.00023609963514224918,58.844963533991866,55.220790173680015,54.142185280243254,-0.009150862927391756,-0.5883606468644746,0.5792097839370829,1.1528104660157932,26.035085003587852,40.35375,41.05666880180822,39.88425,40.80732635912092,42.3133,41.0235941892315,42.12370833333333,40.93069970158543,40.997625,40.10100466582179,0.055649030971521185,0.10322370563334404,0.019437925016549507,0.019569202525747224
2019-06-14,41.7,42.21,41.3875,41.9975,18761474.0,-0.008323494687131006,-0.008358328395831111,56.36739336813427,53.68974049839002,53.01122726409882,0.07875379834990781,-0.4549377578215982,0.533691556171506,1.1392168613003792,24.249350528013753,40.7955,41.22772901966127,39.917500000000004,40.920676229680836,42.3041,41.061786573967524,42.145999999999994,40.96567676054984,40.968912499999995,40.11987526616188,0.015659008464328883,0.11754922831293246,0.01608903405310591,0.0196372268395696
