entry_date,exit_date,entry_price,exit_price,position_size,holding_days,gross_return
2024-01-19,2024-01-31,189.29,182.13,1.0,8,-0.037825558666596204
2024-03-18,2024-04-19,171.69,162.97,1.0,23,-0.050789213116663734
2024-04-25,2024-05-29,167.86,188.51,1.0,23,0.12301918265221001
2024-06-05,2024-06-06,194.09,192.7,1.0,1,-0.007161626049770775
2024-06-07,2024-06-10,195.11,191.34,1.0,1,-0.019322433499051828
2024-06-11,2024-06-25,205.37,207.29,1.0,9,0.009348979889954645
2024-07-02,2024-07-18,218.49,222.4,1.0,11,0.017895555860680146
2024-08-14,2024-09-04,220.19,219.32,1.0,14,-0.0039511331123121
2024-09-20,2024-10-07,226.67,220.16,1.0,11,-0.02872016587991344
2024-10-10,2024-10-25,227.51,229.88,1.0,11,0.010417124521999055
2024-11-18,2024-12-30,226.99,251.17,1.0,28,0.10652451649852401
2025-01-29,2025-03-03,238.33,237.25,1.0,22,-0.004531531909537256
2025-03-25,2025-04-03,222.97,202.41,1.0,7,-0.0922097143113424
2025-04-15,2025-05-08,201.36,196.71,1.0,16,-0.023092967818831966
2025-05-12,2025-05-22,210.27,200.84,1.0,8,-0.04484710134588865
2025-06-06,2025-06-11,203.4,198.26,1.0,3,-0.025270403146509413
2025-06-23,2025-07-29,200.98,210.75,1.0,25,0.04861180216937022
2025-08-07,2025-08-25,219.51,226.9,1.0,12,0.03366589221447769
2025-09-03,2025-09-10,238.21,226.53,1.0,5,-0.049032366399395566
2025-09-19,2025-10-07,245.24,256.22,1.0,12,0.04477246778665811
2025-10-23,2025-11-07,259.32,268.21,1.0,11,0.0342819682245874
2025-11-28,2025-12-08,278.85,277.89,1.0,6,-0.0034427111350189277
