strategy,total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,calmar_ratio,num_trades
RSI_30_70,1.1966160085171649,0.08692252740491566,0.2646953473338183,0.328387061882482,-0.6247605641331754,0.13912934393597073,1256
MACD_Cross,16.268869114218234,0.26095575945108435,0.3838214592513308,0.6798884042598761,-0.7159007998794481,0.36451385372809636,1974
Trend_EMA50,40.710917910944275,0.34160761551094154,0.4412690384261143,0.7741481630557228,-0.6103688933200399,0.5596740254124051,2601
