metric,value
total_trades,71.0
avg_holding_days,4.746478873239437
win_rate,0.5492957746478874
avg_profit,0.025634509355463776
avg_loss,-0.019433707705807764
profit_loss_ratio,1.3190745555879129
max_profit,0.1241223799102451
max_loss,-0.07124498817723857
max_consecutive_wins,8.0
max_consecutive_losses,4.0
