,strategy,total_return,annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,profit_factor,num_trades,avg_holding_days
0,S1_BuyHold,-26.21534608100697,0.8856736909761369,4.6258824040894275,0.19146048550502998,1.0546738347904696,-29.981265822785023,0.02954090385013186,0.0,0.0,1.0,9868.0
1,S2_MACD_Only,-1.163373459465009,0.043846558733251356,0.6997695950269862,0.06265856511179288,0.04414219529125565,-1.206615206860083,0.03633847682671856,0.5585106382978723,1.660989947309766,376.0,13.40691489361702
2,S3_RSI_Only,1.48623672607006,0.038801228044518486,0.1755645812754015,0.22100829086735022,0.14253832739121367,-0.6642334704508063,0.058415044966319774,0.5483870967741935,2.7997067101282425,31.0,105.16129032258064
3,S4_Trend_Only,-7.748942534363691,0.814775969534715,4.618103654250155,0.1764308535571428,0.8535506176147035,-8.234305294422612,0.09894896295460308,0.5795454545454546,1.0722979071053562,352.0,17.196022727272727
4,S5_Original,-0.7417996699568976,-0.00821649196927177,0.240568734540572,-0.03415444648267897,-0.013888064370368373,-0.7987054676640291,-0.010287261452338011,0.49295774647887325,0.8674475558586383,213.0,2.624413145539906
